,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,Model
4819,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.98,2.25,Datsun,redi-GO T
4820,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,54.43,20.0,BMW,X5 xDrive 30d
4821,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,54.43,47.5,BMW,6 Series 630i Coupe
4822,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,7.92,1.22,Maruti,Alto Vxi 1.1
4823,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.26,3.65,Volkswagen,Polo Petrol Comfortline 1.2L
4824,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,4.05,3.1,Datsun,GO Plus A
4825,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.76,11.5,Hyundai,Creta 1.6 VTVT S
4826,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.09,3.46,Maruti,Alto K10 VXI
4827,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,9.76,8.38,Hyundai,Santa Fe 4X4
4828,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,11.26,4.8,Volkswagen,Polo GT TDI
4829,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,10.940000000000001,4.5,Honda,Amaze S i-Dtech
4830,Chennai,2004,95000,Petrol,Manual,First,15.9,1298.0,74.0,5.0,7.92,0.8,Maruti,Esteem Vxi
4831,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.92,3.95,Maruti,Swift VDI
4832,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,31.365000000000002,3.65,Skoda,Rapid 1.6 TDI Ambition
4833,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,70.85,10.0,Mercedes-Benz,E-Class 280 CDI
4834,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,11.28,4.0,Mahindra,Scorpio SLE BSIV
4835,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,9.51,4.75,Nissan,Sunny 2011-2014 Diesel XL
4836,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,7.92,3.1,Maruti,Swift Dzire VXi
4837,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,3.61,Hyundai,EON Sportz
4838,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,10.940000000000001,4.29,Honda,Brio S MT
4839,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,9.51,2.13,Nissan,Micra XV Primo
4840,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.92,1.1,Maruti,Alto LXi BSII
4841,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,47.2,13.95,BMW,3 Series 320d
4842,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,11.26,5.35,Volkswagen,Polo 1.2 MPI Highline
4843,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,7.92,3.9,Maruti,Celerio LXI
4844,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,5.56,2.8,Maruti,Wagon R VXI 1.2
4845,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,7.92,8.75,Maruti,Ciaz ZDi Plus
4846,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,55.61,19.5,Audi,A4 2.0 TDI
4847,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,10.940000000000001,2.75,Honda,Brio S MT
4848,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,11.28,8.0,Mahindra,Scorpio VLX 2WD AT BSIV
4849,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,10.940000000000001,5.7,Honda,City i DTEC V
4850,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,54.43,12.5,BMW,X1 sDrive20d
4851,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,,1.75,Chevrolet,Spark 1.0 LT
4852,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,11.27,1.9,Ford,Figo Diesel EXI
4853,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,7.92,4.5,Maruti,Swift VXI BSIV
4854,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,70.85,30.3,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
4855,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,31.365000000000002,16.0,Skoda,Octavia Elegance 2.0 TDI AT
4856,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,54.43,32.78,BMW,X3 xDrive20d xLine
4857,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,2.5,Hyundai,EON Era Plus
4858,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,55.61,43.0,Audi,A4 35 TDI Technology
4859,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.27,5.38,Ford,Figo 2015-2019 1.2P Titanium MT
4860,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,7.92,2.65,Maruti,Alto K10 2010-2014 VXI
4861,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,7.92,3.3,Maruti,Alto 800 2016-2019 VXI
4862,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,70.85,34.0,Mercedes-Benz,New C-Class C 220 CDI Style
4863,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,4.55,0.7,Hyundai,Santro D Lite
4864,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9.76,6.83,Hyundai,Xcent 1.1 CRDi S
4865,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,10.940000000000001,5.77,Honda,Amaze S i-Dtech
4866,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,7.92,3.1,Maruti,Swift Vdi BSIII
4867,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,11.26,4.95,Volkswagen,Polo 1.2 MPI Comfortline
4868,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,55.61,16.25,Audi,A4 2.0 TDI 177 Bhp Premium Plus
4869,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,120.0,52.54,Land Rover,Rover Range Rover 3.6 TDV8 Vogue SE
4870,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,11.28,6.4,Mahindra,XUV500 W8 2WD
4871,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,11.27,6.95,Ford,Endeavour 2.5L 4X2
4872,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,7.69,0.85,Tata,Indica V2 DLX
4873,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.8,6.95,Maruti,Baleno Alpha
4874,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9.76,3.45,Hyundai,Xcent 1.1 CRDi Base
4875,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,10.940000000000001,2.75,Honda,Civic 2006-2010 1.8 S MT
4876,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,9.76,4.95,Hyundai,i20 Sportz Option 1.2
4877,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,11.13,9.62,Tata,Nexon 1.2 Revotron XZ Plus
4878,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.76,6.79,Hyundai,i20 Sportz 1.2
4879,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,7.92,4.5,Maruti,Swift Dzire ZXI
4880,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.59,3.01,Maruti,Wagon R LXI
4881,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,9.76,4.4,Hyundai,i20 Sportz 1.4 CRDi
4882,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,23.25,17.49,Toyota,Fortuner 4x2 AT
4883,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.76,4.66,Hyundai,i10 Sportz
4884,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.76,5.5,Hyundai,Grand i10 Asta
4885,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.76,6.0,Hyundai,i20 Asta 1.2
4886,Hyderabad,2007,76000,Petrol,Automatic,First,17.0,1086.0,82.0,5.0,9.76,2.4,Hyundai,Santro Xing XL AT eRLX Euro II
4887,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.58,10.19,Maruti,Vitara Brezza ZDi Plus
4888,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,10.940000000000001,5.25,Honda,Amaze S i-Dtech
4889,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,70.85,45.0,Mercedes-Benz,M-Class ML 250 CDI
4890,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.76,2.7,Hyundai,i20 Sportz Diesel
4891,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,9.76,3.39,Hyundai,i10 Era
4892,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,5.69,Maruti,Swift Dzire VDI
4893,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,54.43,58.54,BMW,Z4 2009-2013 Roadster 2.5i
4894,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,10.63,8.4,Maruti,Baleno Alpha Diesel
4895,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.5,Chevrolet,Beat Diesel
4896,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,10.940000000000001,3.25,Honda,Brio V MT
4897,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,11.27,3.25,Ford,Figo Diesel Titanium
4898,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,7.92,4.25,Maruti,Celerio VXI AT
4899,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,70.85,18.5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
4900,Hyderabad,2007,71000,Petrol,Automatic,First,17.0,1086.0,82.0,5.0,9.76,2.4,Hyundai,Santro Xing XL AT eRLX Euro III
4901,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,10.940000000000001,4.25,Honda,Brio S MT
4902,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,10.3,8.85,Maruti,Baleno Alpha CVT
4903,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,4.14,Hyundai,EON Sportz
4904,Mumbai,2011,44000,Electric,Automatic,First,12.99,1798.0,73.0,5.0,23.25,12.75,Toyota,Prius 2009-2016 Z4
4905,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.76,7.0,Hyundai,i20 1.4 CRDi Sportz
4906,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,11.27,33.0,Ford,Endeavour 3.2 Titanium AT 4X4
4907,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12.68,10.0,Honda,City i-VTEC VX
4908,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,7.92,3.53,Maruti,SX4 ZDI
4909,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,,1.35,Chevrolet,Optra Magnum 1.6 LS Petrol
4910,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11.26,4.5,Volkswagen,Vento Diesel Highline
4911,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,10.940000000000001,4.9,Honda,City V MT
4912,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.76,12.26,Hyundai,Creta 1.6 CRDi SX Option
4913,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,9.76,3.99,Hyundai,Xcent 1.1 CRDi SX
4914,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,59.77,46.95,Mercedes-Benz,GLC 220d 4MATIC Style
4915,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.27,3.8,Ford,Figo Diesel EXI
4916,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,11.26,6.75,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline
4917,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,11.28,8.75,Mahindra,TUV 300 2015-2019 T8
4918,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,11.27,5.2,Ford,Ecosport 1.5 Ti VCT MT Titanium
4919,Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9.76,8.42,Hyundai,Verna 1.6 SX VTVT (O)
4920,Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,7.92,3.0,Maruti,Wagon R LXI CNG
4921,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.76,5.75,Hyundai,i20 Sportz 1.2
4922,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,55.61,9.75,Audi,A4 New 2.0 TDI Multitronic
4923,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,9.51,3.5,Nissan,Micra Active XV S
4924,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,70.85,30.0,Mercedes-Benz,M-Class ML 250 CDI
4925,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,120.0,35.0,Land Rover,Rover Discovery Sport TD4 S
4926,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,17.7,13.25,Hyundai,Creta 1.6 SX Option Executive
4927,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,31.365000000000002,3.65,Skoda,Rapid 1.6 TDI Active
4928,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.92,5.25,Maruti,Swift Dzire VDI
4929,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14.23,9.7,Hyundai,Creta 1.6 SX
4930,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.76,5.21,Hyundai,Grand i10 CRDi Sportz
4931,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,11.28,6.3,Mahindra,TUV 300 T8
4932,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.76,4.72,Hyundai,Grand i10 CRDi Sportz
4933,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,54.43,28.0,BMW,X5 xDrive 30d
4934,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.62,8.37,Maruti,Dzire AMT VDI
4935,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,23.25,14.0,Toyota,Fortuner 4x4 MT
4936,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,36.0,Audi,A6 2011-2015 35 TDI Technology
4937,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,10.940000000000001,6.4,Honda,Jazz 1.5 V i DTEC
4938,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,55.61,51.69,Audi,Q7 4.2 TDI Quattro Technology
4939,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,11.28,8.0,Mahindra,Scorpio 2009-2014 VLX 2WD 7S BSIV
4940,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,,9.8,Chevrolet,Cruze LTZ
4941,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.7,Chevrolet,Beat Diesel LT
4942,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,53.14,24.37,Audi,A4 35 TDI Premium Plus
4943,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,31.365000000000002,9.72,Skoda,Rapid 1.6 MPI AT Style
4944,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.92,5.0,Maruti,Swift Dzire VDI
4945,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,23.25,10.5,Toyota,Fortuner 3.0 Diesel
4946,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,7.92,3.9,Maruti,Swift VDI
4947,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,10.940000000000001,5.65,Honda,City 1.5 V MT Exclusive
4948,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,70.85,29.95,Mercedes-Benz,M-Class ML 250 CDI
4949,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,7.92,3.0,Maruti,Swift Ldi BSIII
4950,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,8.91,6.0,Ford,Aspire Titanium Diesel
4951,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.76,2.11,Hyundai,i10 Sportz
4952,Kolkata,2010,47000,Petrol,Manual,First,14.6,1248.0,91.2,5.0,9.5,1.49,Fiat,Punto 1.4 Emotion
4953,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.92,1.5,Maruti,Alto LXi
4954,Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364.0,138.0,5.0,23.25,4.67,Toyota,Etios Liva GD
4955,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,7.92,2.85,Maruti,Swift VXI BSIV
4956,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,70.85,33.64,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
4957,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,7.69,0.91,Tata,Indica V2 DLE BSIII
4958,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,7.92,2.42,Maruti,Alto 800 VXI
4959,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,31.365000000000002,3.25,Skoda,Superb 2.8 V6 AT
4960,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.26,2.8,Volkswagen,Polo Petrol Comfortline 1.2L
4961,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,10.26,8.3,Maruti,Dzire AMT ZXI Plus
4962,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,11.28,5.25,Mahindra,Scorpio VLX
4963,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,7.92,2.9,Maruti,Swift Vdi BSIII
4964,Pune,2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,15.0,BMW,3 Series 320d Prestige
4965,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,7.69,0.53,Tata,Nano STD SE
4966,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,23.25,12.5,Toyota,Innova 2.5 VX (Diesel) 8 Seater
4967,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,10.940000000000001,2.75,Honda,Brio S Option MT
4968,Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,6.94,5.0,Tata,Tiago AMT 1.2 Revotron XZA
4969,Kochi,2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,11.28,7.09,Mahindra,Scorpio SLE BSIV
4970,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,54.43,19.99,BMW,5 Series 2003-2012 525d
4971,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,23.25,10.75,Toyota,Corolla Altis D-4D GL
4972,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10.940000000000001,9.45,Honda,City i VTEC CVT VX
4973,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,15.59,2.9,Hyundai,Verna CRDi 1.6 SX Option
4974,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,4.7,Maruti,Swift Dzire VDI Optional
4975,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.92,7.11,Maruti,Ciaz ZXi
4976,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.27,6.25,Ford,Ecosport 1.5 DV5 MT Titanium
4977,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,7.92,2.2,Maruti,Alto K10 2010-2014 VXI
4978,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,9.47,8.86,Honda,Amaze V CVT Petrol
4979,Delhi,2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,9.3,Mahindra,XUV500 W6 2WD
4980,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,11.28,7.57,Mahindra,TUV 300 2015-2019 T8
4981,Chennai,2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,9.1,7.9,Honda,Jazz VX
4982,Kochi,2018,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,7.92,5.65,Maruti,Swift VXI BSIII W/ ABS
4983,Delhi,2013,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.26,3.25,Volkswagen,Polo Petrol Highline 1.2L
4984,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,19.18,16.27,Hyundai,Creta 1.6 SX Option Diesel
4985,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,3.21,Chevrolet,Beat LS
4986,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,10.940000000000001,3.9,Honda,Amaze VX i-DTEC
4987,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,70.85,6.5,Mercedes-Benz,E-Class 230 E AT
4988,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,78.31,48.0,BMW,5 Series 530d M Sport
4989,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,42.89,18.9,Audi,A3 35 TDI Premium Plus
4990,Pune,2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,3.6,Maruti,Swift Dzire VDI
4991,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,5.5,Maruti,Swift Dzire VDI
4992,Pune,2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,23.25,7.0,Toyota,Innova 2.5 V Diesel 7-seater
4993,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,54.43,41.75,BMW,X3 xDrive20d
4994,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,54.43,10.5,BMW,5 Series 2003-2012 525d
4995,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,10.09,Mahindra,XUV500 W8 2WD
4996,Delhi,2009,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,10.940000000000001,3.0,Honda,City 1.5 S MT
4997,Chennai,2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,,12.0,Force,One LX 4x4
4998,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,9.56,4.91,Volkswagen,Polo 1.5 TDI Comfortline
4999,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,10.940000000000001,2.0,Honda,Jazz S
5000,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,23.25,5.3,Toyota,Etios Liva GD SP
5001,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,9.51,7.22,Nissan,Terrano XV Premium 110 PS
5002,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,64.76,32.57,BMW,X3 xDrive 20d xLine
5003,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.76,2.75,Hyundai,i20 1.2 Magna
5004,Kochi,2018,43912,CNG,Manual,First,15.1,1196.0,73.0,5.0,7.92,4.33,Maruti,Eeco 5 STR With AC Plus HTR CNG
5005,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,11.27,3.75,Ford,Fiesta EXi 1.4 TDCi Ltd
5006,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,10.940000000000001,5.91,Honda,City 1.5 V AT
5007,Chennai,2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,4.35,Maruti,Swift VDI BSIV
5008,Delhi,2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.76,3.25,Hyundai,Grand i10 CRDi SportZ Edition
5009,Pune,2017,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,99.92,68.0,Audi,Q7 45 TDI Quattro Technology
5010,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,11.26,5.5,Volkswagen,Ameo 1.2 MPI Highline 16 Alloy
5011,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10.940000000000001,12.08,Honda,City i VTEC CVT VX
5012,Kochi,2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.92,7.48,Maruti,Baleno Alpha 1.3
5013,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.76,5.5,Hyundai,Grand i10 CRDi Sportz
5014,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,7.92,3.5,Maruti,Swift Dzire VDi
5015,Delhi,2006,63000,Petrol,Manual,First,16.1,1197.0,74.0,5.0,7.92,1.6,Maruti,Swift 1.3 VXi
5016,Delhi,2013,72000,Diesel,Automatic,First,12.7,2179.0,115.0,5.0,120.0,15.5,Land Rover,Rover Freelander 2 TD4 HSE
